id,ts,principal_id,client_id,query_id,sql_hash,table_name,bytes_scanned,row_count,duration_ms,status
adab9f4f-5d91-5775-aad1-52db6bb835be,2026-05-24T03:17:12+00:00,analyst-006,governed-mcp,account_health,e61dfe03b583fcf5a1f8111dd9bed2b8,pipeline,3872076,195,199,success
34fe3ac2-b1dd-5a2b-82d1-c7bbc5aae8c4,2026-05-24T03:32:20+00:00,analyst-002,governed-mcp,account_health,505d67f26fd3200f0bfad8754f64fa3b,regions,1618817,5,598,success
983dcce4-e643-55a1-ab8c-717a32f51305,2026-05-24T03:34:50+00:00,analyst-002,governed-mcp,renewals_by_region,ca8d79caa3858bb591650fd6202bddcd,opportunities,1248613,411,153,success
6e12d764-8991-5d66-9977-adfe888edfcb,2026-05-24T03:42:06+00:00,analyst-003,governed-mcp,renewals_by_region,5da5d1391d91c4aa2e2b27e1d4c7cede,regions,910108,373,416,success
76a211e8-8a50-5f1d-8e16-2cd4d414a1f3,2026-05-24T03:42:07+00:00,analyst-002,governed-mcp,pipeline_summary,fda9707d6f9b16484335b82f750a72f9,opportunities,1738943,148,95,success
9e9b587f-9167-5682-af16-9f69bd2cf13d,2026-05-24T04:38:59+00:00,analyst-005,governed-mcp,account_health,8497e2be4588a8ea30a76979dd5721c9,regions,1613969,208,601,success
5029f0ac-9a0d-517f-8a35-3bed05687776,2026-05-24T04:40:41+00:00,analyst-005,shadow-simulator,,124e1cc982536d25f71ff1e77f4075ef,accounts,935682,100,162,success
93ba3858-04ff-58ec-811d-15e024f25a94,2026-05-24T04:47:21+00:00,analyst-007,governed-mcp,pipeline_summary,6b3ee6ca6b22952ea60b24b944de3bda,opportunities,734943,181,388,success
e42b0cf8-3d2d-5a81-a64c-53717dda153e,2026-05-24T04:47:48+00:00,analyst-007,governed-mcp,account_health,04affb6974d398e1dc2134b7fc246d87,pipeline,1692693,444,714,success
8c687981-7073-50bf-bbac-e6c3ad573841,2026-05-24T04:49:15+00:00,analyst-007,governed-mcp,account_health,04affb6974d398e1dc2134b7fc246d87,pipeline,1983521,8,766,success
31205b71-2400-51a8-b38b-969134674542,2026-05-24T04:51:05+00:00,analyst-007,governed-mcp,pipeline_summary,6b3ee6ca6b22952ea60b24b944de3bda,opportunities,2910793,246,612,success
9cef2506-ff7f-52e8-9eee-309851073fce,2026-05-24T04:53:51+00:00,analyst-007,shadow-simulator,,a86893484cbfbe67404a4400bea10bfd,fiscal_calendar,1170478,434,223,success
d7704264-05ea-5cc7-aa7e-da07c7e54bd8,2026-05-24T05:31:55+00:00,analyst-004,shadow-simulator,,03af5fd90371b326b711addafe3042c0,pipeline,1730968,346,255,success
26d101f0-2571-57bc-941c-3828b1549ea9,2026-05-24T05:33:20+00:00,analyst-004,shadow-simulator,,4ed2b2d8c059c87d1418e7d315a16e66,fiscal_calendar,1976834,416,250,success
6196b5e1-d7e4-5ba6-ab5b-a8cd94268e9d,2026-05-24T05:40:31+00:00,analyst-004,governed-mcp,renewals_by_region,e064f73e958470476aede24a1c86b8d5,accounts,1828141,219,599,success
d09cab94-1f8a-5530-9add-a6b6df3cf9fd,2026-05-24T06:22:36+00:00,analyst-005,governed-mcp,renewals_by_region,de20f107a6a50e21ad787d0e23b793dd,pipeline,1592809,316,764,success
693783a6-2f0e-5125-91b3-f2584b6dc173,2026-05-24T06:34:48+00:00,shadow-abuser-02,governed-mcp,renewals_by_region,b5d2c195debcabc6c3766a2faa04368e,regions,718968,361,316,success
d1a8b79c-f2fc-53fd-90ef-63b467c292d6,2026-05-24T06:36:53+00:00,shadow-abuser-02,shadow-simulator,,e18e1617aef0aeaeee703360b02cb4c7,regions,1342267,10,174,success
d7f7db94-d96e-56dd-bc28-45d79a1e92db,2026-05-24T06:48:30+00:00,shadow-abuser-02,governed-mcp,pipeline_summary,7c4ff8026f7a01a687dd3afc64de2c48,accounts,836455,327,347,success
321ed4e6-46a2-5712-bd8e-5131d7da0f23,2026-05-24T06:49:00+00:00,shadow-abuser-02,governed-mcp,pipeline_summary,8861a3b10170d3e77f9f700dc2370c3b,pipeline,2083284,339,214,success
ad6ee4fb-c499-5d37-a83c-c788b63ce3d4,2026-05-24T06:50:24+00:00,shadow-abuser-02,governed-mcp,account_health,69ce79225feaf2f61cf2132843b781c7,pipeline,909211,413,40,success
6a653df1-58b4-5f8b-905e-e83e812e22c2,2026-05-24T06:50:46+00:00,shadow-abuser-02,governed-mcp,renewals_by_region,58825ecaccdae88f15faf1af3e381617,accounts,803608,125,381,success
dcff0428-99ed-522a-b1cf-1f105c082f04,2026-05-24T06:56:12+00:00,shadow-abuser-02,governed-mcp,pipeline_summary,15f3d09a6cb8a4444678bab09b78eb60,opportunities,2602551,63,730,success
178a32b4-e493-5756-a65a-b5e5dd555524,2026-05-24T06:56:24+00:00,shadow-abuser-02,governed-mcp,account_health,69ce79225feaf2f61cf2132843b781c7,pipeline,1420649,305,98,success
89d98d28-1846-5440-be8e-4b6978fe2a0f,2026-05-24T07:03:57+00:00,analyst-003,shadow-simulator,,e6a9ca2592ce63cfdf020e258b556e9f,accounts,2290908,37,511,success
ee9a793a-3eaf-5a59-8213-b26a75daf431,2026-05-24T07:08:20+00:00,analyst-003,shadow-simulator,,be2864361f1e0a26a56c3e16ec1bad72,opportunities,964081,375,542,success
9cf0ed45-328d-5c9f-9904-daaf030b1f2b,2026-05-24T07:11:34+00:00,analyst-003,governed-mcp,pipeline_summary,9678353e5ed6b96134cdbe89d892d881,pipeline,892040,387,682,success
009f57a4-9aed-53ba-a022-d52b15cb02a5,2026-05-24T07:23:46+00:00,shadow-abuser-01,governed-mcp,renewals_by_region,b75f017f76af35164c4dfc3c517d3d03,accounts,1339713,446,53,success
15ebd782-0d02-58d7-b722-5324ba3e0641,2026-05-24T07:26:33+00:00,shadow-abuser-01,governed-mcp,pipeline_summary,8e73e9f43a93e09770e107f747abe6e5,accounts,502559,80,720,success
f39919fe-b125-5739-8abb-87bf2e512072,2026-05-24T08:00:59+00:00,analyst-009,governed-mcp,pipeline_summary,195207accc3f8a302feaa2c0c3888e28,regions,702325,201,255,success
0e1da820-9461-5161-8a55-58bfcc6f1db8,2026-05-24T08:01:08+00:00,shadow-abuser-01,governed-mcp,account_health,b4bb129aed15b8be31a2ffa3f762a577,fiscal_calendar,748850,463,90,success
07006ae3-fcd5-5ade-b5e4-d5639c03ddbb,2026-05-24T08:02:34+00:00,analyst-002,shadow-simulator,,7439ffbdc94b7a052d12d1d7e54856d1,accounts,2498114,338,279,success
37394c6a-bbd8-5ed0-acdb-1d44299f407b,2026-05-24T08:03:11+00:00,analyst-007,governed-mcp,account_health,54d9eb64a837b74643b84fe8856d15d1,opportunities,1081649,136,667,success
ad4ae7b7-9463-5034-8d97-91824ecade83,2026-05-24T08:03:42+00:00,shadow-abuser-01,governed-mcp,renewals_by_region,e08f51d1d8869b58757e4e8df8e64f74,pipeline,1005149,204,465,success
176a2017-6700-55b8-84fd-f917d9cec63d,2026-05-24T08:03:54+00:00,analyst-008,governed-mcp,renewals_by_region,dea1471aab15650be050a078f3991586,pipeline,2177171,432,791,success
90fdea81-a515-5568-a01c-340cd4c0f3f2,2026-05-24T08:04:27+00:00,shadow-abuser-01,governed-mcp,renewals_by_region,6932e0d23828b4c0411f49f9a46582d7,regions,1112894,153,785,success
188becf3-fb40-58d3-83ab-47d326113bf3,2026-05-24T08:04:49+00:00,analyst-007,governed-mcp,pipeline_summary,d3e0efd79b8ca5472b702533eaabaaee,pipeline,1465432,458,474,success
782803d8-a28f-5194-96b7-c8a52d69458a,2026-05-24T08:05:37+00:00,shadow-abuser-02,governed-mcp,renewals_by_region,b5d2c195debcabc6c3766a2faa04368e,regions,688534,241,241,success
8b6fc301-2383-5850-a415-f3d56b997910,2026-05-24T08:05:54+00:00,analyst-009,governed-mcp,pipeline_summary,195207accc3f8a302feaa2c0c3888e28,regions,1645881,354,551,success
3d0c74c3-5e1e-5224-b9de-4ad1d66f201f,2026-05-24T08:07:07+00:00,analyst-002,shadow-simulator,,dd27635bb3effd1763503c619fdd6512,fiscal_calendar,889702,365,100,success
6a8ddfbb-fd47-5320-a6bd-a3b4ab26e9d5,2026-05-24T08:07:09+00:00,analyst-001,governed-mcp,renewals_by_region,6f17d119b70514e5fae31618f65ac6a3,accounts,1522369,433,548,success
0b89bfe6-769f-5bff-904f-2b8b4b3bb0e5,2026-05-24T08:07:36+00:00,analyst-002,governed-mcp,account_health,3e70078d63aedbf200476580bc0a32e8,opportunities,813540,239,67,success
8badb0bf-6bbe-5514-87f5-3b3fc93cbd52,2026-05-24T08:08:52+00:00,analyst-002,governed-mcp,pipeline_summary,2e4621e2ebaaa58de6e7788c07579602,regions,897119,331,623,success
a6971472-2c13-5974-b4da-193c64dc908b,2026-05-24T08:09:26+00:00,analyst-006,shadow-simulator,,dba25d19812757a1e6764f0a99c1a70b,pipeline,1243514,115,395,success
2d138ff8-f835-51ec-ba16-5ea656f70b26,2026-05-24T08:09:32+00:00,analyst-009,governed-mcp,account_health,b5d33bcec3b57bd600c48f6023afa4c4,opportunities,1412089,469,75,success
418adbc7-205b-5b4b-85bc-e819623fa1e8,2026-05-24T08:09:51+00:00,analyst-006,governed-mcp,pipeline_summary,dba25d19812757a1e6764f0a99c1a70b,pipeline,672694,60,613,success
d91b230b-8619-53e2-8772-52cc8ce140be,2026-05-24T08:10:05+00:00,analyst-001,governed-mcp,renewals_by_region,9abd22a0e4612b70af58db6598f0dfe5,fiscal_calendar,379077,498,132,success
9a9d54cf-9734-5d16-b2f6-d2f771f89771,2026-05-24T08:10:16+00:00,shadow-abuser-01,governed-mcp,renewals_by_region,b75f017f76af35164c4dfc3c517d3d03,accounts,961951,290,468,success
f3e18279-92be-5a81-b27f-c12361975ab5,2026-05-24T08:11:52+00:00,analyst-006,governed-mcp,renewals_by_region,ea68f02bf8c2d97d0d778876edb72616,regions,729791,51,458,success
3b6ee104-ace2-5f3e-acd7-0ae87b040db3,2026-05-24T08:12:07+00:00,analyst-009,governed-mcp,account_health,d5f5ddb59cb43c4b2274544b6f243a9b,accounts,1761838,329,435,success
f699f0e2-9bc5-5efa-ac22-f284bc072a7e,2026-05-24T08:12:30+00:00,shadow-abuser-02,shadow-simulator,,e18e1617aef0aeaeee703360b02cb4c7,regions,1272665,168,542,success
b6175d10-9d02-55cb-84a9-f08148209afb,2026-05-24T08:12:33+00:00,analyst-009,governed-mcp,pipeline_summary,72f97ec86233fc2303da501448f12c07,fiscal_calendar,1722881,50,469,success
f4be27a1-83d2-58b9-b737-98de084afb8c,2026-05-24T08:13:15+00:00,shadow-abuser-01,shadow-simulator,,095c01e08447598f0b2dc0b44a1933da,fiscal_calendar,1363866,330,277,success
8b652086-5f6d-5e18-a8b6-258a4a1d1390,2026-05-24T08:13:26+00:00,analyst-007,governed-mcp,renewals_by_region,465f84a18711784819b1077919f398a8,opportunities,1639537,12,346,success
e076edda-bf70-5105-a9a9-118d7eecd0c4,2026-05-24T08:13:38+00:00,analyst-001,governed-mcp,renewals_by_region,0630aa68f73e3f73d3052c23d2f40417,regions,673062,441,538,success
8f081d47-d3b9-5b65-9989-88d638e74dc9,2026-05-24T08:16:26+00:00,analyst-003,shadow-simulator,,11080304d18f299e813f78787161be28,pipeline,900551,328,288,success
8dc79b6e-e25d-550e-bb19-699f9cc69654,2026-05-24T08:16:31+00:00,analyst-008,shadow-simulator,,50d5c295c4fa78b9387fc45fe2da331f,regions,823606,143,376,success
a3ff0b6d-47f4-51b4-b685-6c17eb3801db,2026-05-24T08:16:42+00:00,analyst-007,governed-mcp,pipeline_summary,6b3ee6ca6b22952ea60b24b944de3bda,opportunities,653278,284,610,success
24f47b7d-faf4-5184-ad55-22c2d10d3d4c,2026-05-24T08:16:50+00:00,shadow-abuser-02,governed-mcp,pipeline_summary,8861a3b10170d3e77f9f700dc2370c3b,pipeline,2149111,231,496,success
6000a454-ae10-5bfa-adc5-66d8ec09f047,2026-05-24T08:17:28+00:00,analyst-008,shadow-simulator,,224a0f977d1c0b24da185bc40e9628e8,fiscal_calendar,1336090,231,294,success
be54be32-caa3-5f43-b02b-830b13eba279,2026-05-24T08:18:29+00:00,analyst-007,governed-mcp,renewals_by_region,6fb599b594597c07293ba5f6b9729cfd,regions,1470983,153,676,success
0955a6f8-6408-581a-b28e-c31d492c2ae8,2026-05-24T08:19:14+00:00,analyst-005,governed-mcp,renewals_by_region,9cf7a7f288b1a4fb5d4386c04cbe9ad3,regions,599601,429,218,success
e936d63b-1737-5f98-8ee4-c1960ea640cc,2026-05-24T08:21:16+00:00,analyst-006,shadow-simulator,,ea68f02bf8c2d97d0d778876edb72616,regions,789932,488,643,success
984dcf9f-30af-59e7-94f7-e083a5ce4a41,2026-05-24T08:22:49+00:00,shadow-abuser-01,governed-mcp,account_health,5ef6ef748ed365a3f584260233ce7545,opportunities,1041987,276,795,success
7423c484-5382-5eb9-b842-14cb69a80284,2026-05-24T08:23:58+00:00,shadow-abuser-02,governed-mcp,renewals_by_region,38e947105dc71976f317bb52521dbaa6,fiscal_calendar,989673,70,461,success
791409e5-e784-5442-859f-03d8211c5a75,2026-05-24T08:24:10+00:00,shadow-abuser-02,governed-mcp,pipeline_summary,e18e1617aef0aeaeee703360b02cb4c7,regions,1241096,342,670,success
8c745d11-32f7-51e6-ad77-89d49b9487e2,2026-05-24T08:24:57+00:00,analyst-005,governed-mcp,account_health,8497e2be4588a8ea30a76979dd5721c9,regions,779837,365,256,success
bf935dff-82d4-5665-8e9b-ca3d3553962c,2026-05-24T08:25:44+00:00,analyst-004,governed-mcp,account_health,734fb2cae031b791008c227924c10ca3,pipeline,2130433,159,772,success
eb7366e8-afb3-5afc-b187-3839e6eba842,2026-05-24T08:25:53+00:00,analyst-009,shadow-simulator,,d5f5ddb59cb43c4b2274544b6f243a9b,accounts,370921,484,84,success
213402c9-2361-51ff-a893-c252e1c0efc0,2026-05-24T08:25:54+00:00,analyst-004,governed-mcp,account_health,17266f2e41e043ac51530d020d0c16a1,regions,1489720,261,525,success
53d22cbb-4f23-57ac-a2f1-9790fc0df305,2026-05-24T08:26:19+00:00,shadow-abuser-01,governed-mcp,renewals_by_region,6932e0d23828b4c0411f49f9a46582d7,regions,842089,72,693,success
0aab6fde-08d3-5358-86d3-f502c6ecea9b,2026-05-24T08:26:21+00:00,analyst-003,governed-mcp,pipeline_summary,e6a9ca2592ce63cfdf020e258b556e9f,accounts,1542042,170,748,success
674f2496-32cf-5724-85af-3521e1084888,2026-05-24T08:27:44+00:00,analyst-010,governed-mcp,renewals_by_region,20eb21e644d52ce225013be69f9a4537,regions,608136,329,65,success
2cb8a25c-7496-58d4-ae14-61b321672c5c,2026-05-24T08:28:06+00:00,analyst-010,governed-mcp,renewals_by_region,0ec745ba5f74a98136de30881246797d,fiscal_calendar,1716001,147,736,success
eee48e37-5fa9-5052-99f7-0687a24c1667,2026-05-24T08:29:10+00:00,analyst-009,shadow-simulator,,c6508fc992d3b512e05e36a21c4b37eb,opportunities,701320,263,104,success
b6d2d0aa-8bfb-59a8-8b69-0ba0c3470944,2026-05-24T08:30:02+00:00,analyst-005,shadow-simulator,,a45a9701e48a3fcfbc4a9b15f0f22e86,pipeline,558322,499,646,success
9ff96389-92a4-5fcd-b741-a20305b348c4,2026-05-24T08:30:32+00:00,analyst-010,shadow-simulator,,b43376c70f571977c5b86a62129f70b4,opportunities,724016,213,485,success
8bb64196-d915-50f2-8755-72965b3d9072,2026-05-24T08:31:02+00:00,analyst-010,governed-mcp,pipeline_summary,51778cd052127e5c693520b7f9666354,fiscal_calendar,1295991,499,306,success
82ef7ac4-af48-5c94-a2ff-aac8c11082f5,2026-05-24T08:31:04+00:00,analyst-001,governed-mcp,renewals_by_region,5d7a8e76075d92e0e61f0bcf135f5c73,opportunities,1197356,134,785,success
fa7942a8-4f63-532c-847a-d3fbd2b32e9a,2026-05-24T08:31:27+00:00,analyst-006,shadow-simulator,,2e10202b4f064beb8c59697468f14cb5,pipeline,964606,188,730,success
e0d27196-44de-578b-854e-60c569432438,2026-05-24T08:31:27+00:00,analyst-009,governed-mcp,renewals_by_region,2e2be3c7e489f91a70db00eab016af38,regions,922044,109,681,success
4f390601-49d1-53c3-bcf6-285140127070,2026-05-24T08:31:37+00:00,analyst-004,governed-mcp,account_health,17266f2e41e043ac51530d020d0c16a1,regions,586433,178,569,success
371c947f-d485-52c5-9eb2-e7693843c6c4,2026-05-24T08:31:47+00:00,shadow-abuser-01,governed-mcp,renewals_by_region,e08f51d1d8869b58757e4e8df8e64f74,pipeline,979417,358,794,success
3bd32710-6f2f-5fb8-bf33-510ace390221,2026-05-24T08:31:56+00:00,analyst-003,governed-mcp,account_health,4fae2d67556974a0f7b13268f4f87c34,accounts,1898270,143,404,success
b7d2d355-a160-508b-b088-622a7bf08e5a,2026-05-24T08:32:58+00:00,analyst-002,governed-mcp,renewals_by_region,cea1679a892e75e1cb2a57031c714c68,regions,1315381,341,301,success
b7b0d47c-62a0-5ee7-8357-1febdb9af074,2026-05-24T08:33:02+00:00,analyst-004,governed-mcp,account_health,17266f2e41e043ac51530d020d0c16a1,regions,1339029,68,128,success
b990ac6b-18dc-5139-ac9b-cec339f39e44,2026-05-24T08:33:28+00:00,shadow-abuser-01,governed-mcp,renewals_by_region,e08f51d1d8869b58757e4e8df8e64f74,pipeline,1288558,396,297,success
d9298d10-1d8b-55d8-8dea-de2083c8bfd6,2026-05-24T08:33:30+00:00,shadow-abuser-02,governed-mcp,account_health,86cc053d17a251934970aea41b2eef5e,accounts,1428706,2,460,success
1b8eed90-3412-5085-b1a0-3b3e232fe5e3,2026-05-24T08:34:16+00:00,analyst-005,governed-mcp,account_health,f0d47dfa5c12475eb90511c6f57b2f00,fiscal_calendar,722121,344,254,success
7f37c1df-f3cb-5fcc-b906-353322bd7a57,2026-05-24T08:34:21+00:00,analyst-005,governed-mcp,pipeline_summary,250a9c4c3f3d5bf6df18f10e6968492e,regions,1179587,393,446,success
172f7f1c-f149-56fc-933c-f7b3e20684d9,2026-05-24T08:34:43+00:00,analyst-005,governed-mcp,account_health,124e1cc982536d25f71ff1e77f4075ef,accounts,992530,51,159,success
8ffcca9f-b7c8-54c9-a734-f5e8f710bb84,2026-05-24T08:34:48+00:00,analyst-003,governed-mcp,account_health,8f997c44f02c64d3f3c9b75c3a41ff98,pipeline,1155848,496,470,success
b184c680-30f0-586d-a1e3-68d19caf0bf3,2026-05-24T08:34:55+00:00,analyst-002,shadow-simulator,,efb46f996cab79022a184fc72503ac64,pipeline,1011485,106,770,success
745568f1-7d7d-58fa-a1cb-70b7ca70f1f5,2026-05-24T08:35:41+00:00,analyst-007,governed-mcp,renewals_by_region,707211a44e051ce1aa9844a13a2f516c,pipeline,1542277,77,368,success
5162bab2-d973-5524-94c6-7c6e784ebe33,2026-05-24T08:36:07+00:00,analyst-010,governed-mcp,pipeline_summary,da2b580db205e3d7ec9a6422786c7556,pipeline,1233844,177,361,success
006d6bae-53b0-55cd-a3fc-95c4f354cafd,2026-05-24T08:36:15+00:00,analyst-010,governed-mcp,pipeline_summary,b43376c70f571977c5b86a62129f70b4,opportunities,857676,279,603,success
8b300c35-f916-5d32-aef5-ae292f6022c2,2026-05-24T08:36:48+00:00,analyst-009,governed-mcp,pipeline_summary,466d511c0fe378482767630d0089217c,pipeline,912742,156,631,success
c2b95d05-d27a-5514-9756-057f1c380438,2026-05-24T08:36:54+00:00,shadow-abuser-01,governed-mcp,renewals_by_region,18d7dbdecedc028af28e90d831313f2d,opportunities,1412784,162,569,success
4c7e67ea-cb7b-5a11-b586-828397e19b77,2026-05-24T08:38:18+00:00,analyst-004,governed-mcp,pipeline_summary,03af5fd90371b326b711addafe3042c0,pipeline,1822093,80,108,success
45b32dba-434f-5768-aca0-2f113847111a,2026-05-24T08:38:25+00:00,shadow-abuser-01,governed-mcp,account_health,0c6bfe7c3d4ed4c1f58cafdb73e97edf,accounts,2151793,46,787,success
13184e4f-4511-5ed7-a63f-d9a55e3ebabc,2026-05-24T08:38:58+00:00,analyst-003,shadow-simulator,,61a2c42d8e2480e4d7a555d61d7f5cdb,regions,1272566,114,257,success
4910bffb-dde8-5c30-b797-45e33aecd521,2026-05-24T08:39:21+00:00,analyst-003,governed-mcp,renewals_by_region,9c1a4717aadd5d25653c1db0dc5960f2,accounts,818224,399,711,success
fea50380-9a2c-501f-ab28-b3ae588d3723,2026-05-24T08:39:36+00:00,analyst-005,governed-mcp,pipeline_summary,e0fd61757d5be818b6b45a5b3717a59c,accounts,808665,23,469,success
e60adc8d-2d63-5934-860a-9164e724182f,2026-05-24T08:40:02+00:00,analyst-007,shadow-simulator,,7b3864db120b99785a4c9602eb6fa4a7,regions,808156,105,295,success
3a9c35b9-7611-5d4e-94b2-8ece5ab4da39,2026-05-24T08:41:40+00:00,analyst-004,governed-mcp,renewals_by_region,6befc7729b3c44f23fd243d38e57c89b,regions,459036,9,209,success
5e93d1d2-54f0-57de-92e2-97dfa424c1ea,2026-05-24T08:42:12+00:00,analyst-007,governed-mcp,account_health,92d03c491df2dc900e678fb025262f52,accounts,755459,194,155,success
c88b75c9-2910-5b63-ae8c-4dda0e09d460,2026-05-24T08:42:28+00:00,analyst-004,shadow-simulator,,001f211a4b06dcae2ad66f1d84b28bf7,pipeline,1186591,97,344,success
b3a94d76-0790-518b-befc-29856bcd7404,2026-05-24T08:42:32+00:00,analyst-005,governed-mcp,renewals_by_region,de20f107a6a50e21ad787d0e23b793dd,pipeline,997177,389,539,success
caeacdd0-9b4b-5452-b23b-43d474f6d833,2026-05-24T08:42:51+00:00,analyst-002,governed-mcp,account_health,3e70078d63aedbf200476580bc0a32e8,opportunities,2104478,334,225,success
303a7631-08e1-5d56-abf0-29a4cc26740c,2026-05-24T08:42:59+00:00,shadow-abuser-01,governed-mcp,account_health,5ef6ef748ed365a3f584260233ce7545,opportunities,2505383,451,379,success
5966e8a9-aabe-57b0-b884-7ca267a596ec,2026-05-24T08:43:06+00:00,shadow-abuser-02,shadow-simulator,,b5d2c195debcabc6c3766a2faa04368e,regions,1587014,195,161,success
4c6e7d1f-89bc-5fe9-bacd-5d0a6db34d17,2026-05-24T08:43:44+00:00,analyst-002,governed-mcp,renewals_by_region,ca8d79caa3858bb591650fd6202bddcd,opportunities,3646792,297,693,success
db8b518f-b590-5739-81bc-703039a5bd96,2026-05-24T08:44:24+00:00,analyst-007,governed-mcp,account_health,92d03c491df2dc900e678fb025262f52,accounts,687461,428,663,success
0a0b9d7a-10eb-5abd-8bcf-5bedd3d8dfcd,2026-05-24T08:45:59+00:00,shadow-abuser-02,governed-mcp,renewals_by_region,bc808256cfdcca7263f6018432b390f5,opportunities,1681202,82,720,success
4c8393be-119a-532d-b13a-636182dfd729,2026-05-24T08:46:17+00:00,analyst-003,governed-mcp,account_health,eb8d06d543e1c14d467e337d7abbe675,fiscal_calendar,945042,89,331,success
e6447922-1c4e-504b-bbb4-a772401574da,2026-05-24T08:48:04+00:00,shadow-abuser-02,governed-mcp,account_health,69ce79225feaf2f61cf2132843b781c7,pipeline,1566219,402,54,success
bb0e49ef-82e5-5b2e-a11f-5b5bfc0a7e31,2026-05-24T08:48:30+00:00,analyst-010,governed-mcp,account_health,0ccdf5bb531904d35df73588dcca32f1,opportunities,1543338,106,145,success
d949a4d8-5ae6-5d0f-be6a-38360c547b67,2026-05-24T08:48:40+00:00,analyst-010,governed-mcp,renewals_by_region,a1405eb65cbf827ec4c7733604feda45,opportunities,1299080,394,592,success
f5d91f93-0590-5ca4-86c7-61e1773562ec,2026-05-24T08:48:45+00:00,analyst-007,governed-mcp,renewals_by_region,6fb599b594597c07293ba5f6b9729cfd,regions,974500,495,598,success
0f805366-c0d9-5736-8754-818e201a6e99,2026-05-24T08:49:08+00:00,analyst-010,governed-mcp,pipeline_summary,f6b7ef2e41aa2a281d5c98872f977a11,accounts,1292288,48,210,success
19a4926e-1b4a-5e18-9993-196f59c009bc,2026-05-24T08:49:25+00:00,analyst-006,shadow-simulator,,6b5ca7b6661bb83eebe7517d231c64e2,fiscal_calendar,719527,252,545,success
01aa8550-f0e9-597f-95ba-d3d03f766f95,2026-05-24T08:49:28+00:00,analyst-001,governed-mcp,renewals_by_region,a828895d828d1fd057bc9f3d6bc572b3,pipeline,1344906,461,47,success
389cbe54-bd25-5a2a-81d7-e5b4f1261e39,2026-05-24T08:50:03+00:00,analyst-008,governed-mcp,renewals_by_region,3a32b93e4cf56536f46511972ec8df14,opportunities,654065,439,47,success
9e1a959a-9e39-5384-82f2-976edd1537ca,2026-05-24T08:50:30+00:00,analyst-009,governed-mcp,account_health,23f65320006662ec4b8fd7f4420dbedc,fiscal_calendar,2446490,197,485,success
dac75ec2-5725-5fbc-9f68-cb809ec9e7ae,2026-05-24T08:50:33+00:00,analyst-009,shadow-simulator,,946a3f8b39e0980f675f1c47ee58cf6f,accounts,1502944,178,194,success
d9ebf43e-b075-5d75-a172-dd9574f8bfb6,2026-05-24T08:51:02+00:00,analyst-007,governed-mcp,renewals_by_region,6fb599b594597c07293ba5f6b9729cfd,regions,420080,350,220,success
4c9ad1b1-7523-58be-b46d-6b9ffeddaf65,2026-05-24T08:51:10+00:00,analyst-002,governed-mcp,pipeline_summary,7439ffbdc94b7a052d12d1d7e54856d1,accounts,1412649,447,199,success
